StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2#1_1,Q2#1_2,Q2#1_3,Q2#1_4,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q11#1_1,Q11#1_2,Q11#1_3,Q11#1_4,Q12#1_1,Q12#1_2,Q13,Q15,Q16,Q17,Q18,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q22#1_1,Q22#1_2,Q22#1_3,Q22#1_4,Q22#1_5,Q23#1_1,Q23#1_2,Q24,Q26,Q27,Q28,Q29,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q33#1_1,Q33#1_2,Q33#1_3,Q33#1_4,Q33#1_5,Q34#1_1,Q34#1_2,Q35,Q37,Q38,Q39,Q40
2019-09-26 10:56:27,2019-09-26 11:15:32,IP Address,128.206.42.214,100,1144,True,2019-09-26 11:15:32,R_RVon7GVfmWJk4dX,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,646.377,0,Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,No,No,I think it is a good exercise and really eye opening,18,Female,Caucasian/White,Freshman
2019-09-26 10:59:48,2019-09-26 11:15:53,IP Address,128.206.42.169,100,965,True,2019-09-26 11:15:54,R_Wx0hixAPeU9KccF,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,0,0,625.65,0,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,No,No,It gives you perspective on how hard it is to choose what plans cover what. It makes you think twice about criticizing health plans and those who come up with in.,19,Female,Asian/Pacific Islander,Junior,,,,,,,,,,,,,,,,
2019-09-26 11:00:06,2019-09-26 11:16:32,IP Address,128.206.42.171,100,985,True,2019-09-26 11:16:32,R_3hbvJjYlmMqg2Sk,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,0,0,611.201,0,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,No,No,It made me think about if I preferred quality or quantity,19,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 11:23:02,2019-09-26 11:32:53,IP Address,128.206.42.171,100,591,True,2019-09-26 11:32:53,R_211cTT0ttmWjz1i,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,109.497,0,Neither Agree or Disagree,Somewhat Agree,Disagree,Agree,Neither Agree or Disagree,No,No,"It is a controversial topic however, I agree that everyone has a right to heath insurance  ",19,Female,Caucasian/White,Sophmore
2019-09-26 11:17:47,2019-09-26 11:36:35,IP Address,128.206.42.169,100,1127,True,2019-09-26 11:36:35,R_2assxpmZ6xSHjMo,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,462.446,0,Agree,Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,No,No,"interesting, gives perspective ",20,Female,Caucasian/White,Junior,,,,,,,,,,,,,,,,
2019-09-26 11:16:06,2019-09-26 11:37:46,IP Address,128.206.42.217,100,1300,True,2019-09-26 11:37:47,R_1zRgryJzB6coBnX,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Somewhat Agree,Neither Agree or Disagree,0,0,173.34,0,Neither Agree or Disagree,Agree,Somewhat Agree,Agree,No,No,it was different; kind of confusing,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 11:27:10,2019-09-26 11:38:57,IP Address,128.206.42.214,100,707,True,2019-09-26 11:38:57,R_2WVHgM8HK3A99dr,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Strongly Agree,0,0,516.951,0,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Strongly Agree,No,No,It was difficult deciding on what to pick for the toppings,18,Female,"Caucasian/White,Asian/Pacific Islander",Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 11:16:45,2019-09-26 11:42:14,IP Address,128.206.42.139,100,1528,True,2019-09-26 11:42:14,R_3kuhK5EFpmTqDhU,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,679.104,0,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,Agree,No,No,It was kind of confusing but I liked seeing the different choices and views.,18,Female,Caucasian/White,Freshman
2019-09-26 11:22:05,2019-09-26 11:49:33,IP Address,128.206.42.193,100,1648,True,2019-09-26 11:49:34,R_SV4A3GznY44pJ4Z,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Agree,,,,,,,,,,,,,,,,0,0,574.336,0,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Agree,Agree,No,No,It was difficult because it is hard to pick between necessary things you that you have to give up.,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-09-26 11:42:44,2019-09-26 12:16:30,IP Address,128.206.42.217,100,2026,True,2019-09-26 12:16:30,R_2tnV9iGC5dK8b1x,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Somewhat Disagree,Strongly Agree,820.753,828.256,849.356,2,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,No,No,"confusing,was unsure about the instructions",18,Female,African-American/Black,Sophmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 11:42:53,2019-09-26 12:17:33,IP Address,128.206.42.171,100,2079,True,2019-09-26 12:17:34,R_3dKeo5gXX9Y6z5U,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,,,,,,,,,,,,,,,,850.88,850.88,856.06,1,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Agree,No,No,I think that it is a good exercise because not a lot of people know how hard of a topic healthcare can be.,18,Female,"Caucasian/White,African-American/Black",Freshman,,,,,,,,,,,,,,,,
2019-09-26 11:42:36,2019-09-26 12:18:16,IP Address,128.206.42.139,100,2140,True,2019-09-26 12:18:17,R_1eK4yaHtWmzMYKq,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.433,37.698,94.65,9,Agree,Somewhat Agree,Neither Agree or Disagree,Agree,Somewhat Agree,No,No,I thought this was an eye opening experiment.,18,Female,Asian/Pacific Islander,Freshman
2019-09-26 13:01:02,2019-09-26 13:14:03,IP Address,128.206.42.171,100,781,True,2019-09-26 13:14:04,R_129Bvzu1MqKEp1w,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,635.855,0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,"i think it was needed ",20,Female,African-American/Black,Junior,,,,,,,,,,,,,,,,
2019-09-26 11:51:32,2019-09-26 13:46:19,IP Address,128.206.42.193,100,6886,True,2019-09-26 13:46:19,R_278piUMj6s0BmE8,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,358.189,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,No,No,"I feel that have a health care system more like in other countries where you pay high taxes but all of your health care is technically free then is the best system, and would work for the United States too.",18,Female,Caucasian/White,Freshman
2019-09-26 13:29:34,2019-09-26 14:26:57,IP Address,128.206.42.171,100,3442,True,2019-09-26 14:26:57,R_2CQ7ldkyrZTSpYV,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,2.417,8.321,618.38,2,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,No,No,"The directions were not super clear, but it was interesting because I did not exactly follow what I usually get on pizza because the cheese was very last and I just went in order of the packet. ",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19 10:30:53,2019-09-19 14:37:28,IP Address,128.206.42.169,51,14794,False,2019-09-26 14:37:34,R_12osISBfWIuNLuk,,,,,,,anonymous,EN,Agree,Somewhat Agree,Disagree,Agree,,,,,,,,,,,,,,,,0,0,567.043,0,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,No,No,it was easy and cool,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-09-26 13:00:39,2019-09-26 14:40:57,IP Address,128.206.42.217,100,6017,True,2019-09-26 14:40:57,R_3kFcj1JPvn816sj,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Agree,0,0,715.599,0,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Agree,No,No,"I'm confused as to how the pizza relates to universal health care. Another comment is, I wish they would've explained the 2013 Affordable Care Act.",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 13:30:34,2019-09-26 14:42:15,IP Address,128.206.42.139,100,4301,True,2019-09-26 14:42:15,R_3RsGOQqgzU1YX6g,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,792.706,0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,No,No,It was hard to choose because some of the parts in the insurance plan would've been nice to have but no necessary for me personally.,18,Female,"African-American/Black,Hispanic/Latino(a)",Freshman
2019-10-01 10:44:37,2019-10-01 11:09:53,IP Address,128.206.42.214,100,1515,True,2019-10-01 11:09:54,R_2CTVhbQ1gyM0eML,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,,,,,,,,,,,,,,,,0,0,481.03,0,Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,No,No,there is a lot we have to pay for that i do not think we should,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-01 11:12:26,2019-10-01 11:34:46,IP Address,128.206.42.214,100,1339,True,2019-10-01 11:34:47,R_2Yt9ccbBz6W9U8r,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,0,0,292.387,0,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,No,Yes,I do not get it,19,Female,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01 12:26:18,2019-10-01 12:33:15,IP Address,128.206.42.214,100,417,True,2019-10-01 12:33:15,R_1FrmIUIRIozjlcR,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2.95,261.262,1,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,No,No,It was interesting seing  health care plan laid out.,18,Male,African-American/Black,Freshman
2019-10-01 13:19:13,2019-10-01 13:33:47,IP Address,128.206.42.214,100,874,True,2019-10-01 13:33:48,R_3hxucW4oEOYhXB2,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,600.568,0,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,No,No,"I think it was really effective in showing how health care benefits can be really beneficial for everyone. ",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-01 13:35:08,2019-10-01 13:57:09,IP Address,128.206.42.214,100,1320,True,2019-10-01 13:57:09,R_2qlwU3XRNl9lNti,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Disagree,Agree,0,0,410.187,0,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Agree,No,No,"Interesting, quick, and easy experiment. Enjoyed the paper survey completing my perfect pizza.",23,Male,Caucasian/White,Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25 12:24:25,2019-09-26 11:22:39,IP Address,128.206.42.165,1,82694,False,2019-10-03 11:22:42,R_DUdsLcCVbxkRGx3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15 10:23:55,2019-10-15 11:40:23,IP Address,128.206.42.214,100,4587,True,2019-10-15 11:40:23,R_3FVhEVNQTgMUsJH,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,559.275,0,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,No,No,"The way that plan was laid out with the pegs was slightly confusing and I think that it might provide more accurate answers if it were formatted more clearly.  Otherwise, I thought that the different levels of care were described well and gave a good picture of what would be provided.",18,Female,Caucasian/White,Freshman
2019-10-15 10:35:24,2019-10-15 11:41:16,IP Address,128.206.42.169,100,3952,True,2019-10-15 11:41:17,R_3lJLjQv54o6SwIN,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,0,0,400.523,0,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,No,No,"comfusing ",18,Female,"Caucasian/White,African-American/Black",Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15 10:35:45,2019-10-15 11:45:10,IP Address,128.206.42.193,100,4164,True,2019-10-15 11:45:10,R_1rMloEfUyN0ABp2,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,581.324,0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,No,No,it was fun,18,Female,"Caucasian/White,African-American/Black",Freshman
2019-10-15 10:25:53,2019-10-15 11:51:53,IP Address,128.206.42.165,100,5160,True,2019-10-15 11:51:54,R_5uKlO76bX1CcDzH,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,1112.572,0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,No,No,I think it was thought provoking and something everyone should be voicing their opinion about. We need change in the healtcare field.,19,Male,Other,Freshman,,,,,,,,,,,,,,,,
2019-10-17 11:31:37,2019-10-17 11:41:50,IP Address,128.206.42.193,100,612,True,2019-10-17 11:41:50,R_XM877naH0h2XYQN,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Agree,Disagree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,459.33,0,Agree,Agree,Disagree,Agree,Strongly Agree,No,Yes,Confusing without instructor help,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-17 11:57:21,2019-10-17 12:05:01,IP Address,128.206.42.169,100,460,True,2019-10-17 12:05:01,R_2VdKapiaMg8r1PV,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,336.541,0,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,No,No,I liked this exercise and how all of the packets were individualized to each person's beliefs.,18,Female,Caucasian/White,Freshman
2019-10-17 11:51:47,2019-10-17 12:06:10,IP Address,128.206.42.139,100,862,True,2019-10-17 12:06:10,R_vpI1D6CrTAbAfZf,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,355.242,0,Disagree,Somewhat Disagree,Agree,Strongly Agree,Neither Agree or Disagree,No,No,interesting to see what types of coverages there are and how the plans affect the health care.,19,Male,Caucasian/White,Freshman
2019-10-17 11:51:29,2019-10-17 12:07:10,IP Address,128.206.42.217,100,941,True,2019-10-17 12:07:10,R_3j6xAlUjWIgmFtM,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,0,0,421.235,0,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,No,No,It was an intesting take on issues in America today.,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 11:33:00,2019-10-17 12:08:25,IP Address,128.206.42.214,100,2125,True,2019-10-17 12:08:26,R_3htoAvAUJNoFHPr,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,0,0,496.511,0,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,No,No,It made you really think about how it's probably hard to give the top types of insurance to everyone. However It doesnt change me view that everyone deserves healthcare as a basic human right.,18,Female,African-American/Black,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 11:31:54,2019-10-17 12:09:17,IP Address,128.206.42.166,100,2242,True,2019-10-17 12:09:17,R_3hAtT7FLLUNM7GD,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,0,0,610.531,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,No,No,interesting,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 11:32:47,2019-10-17 12:09:31,IP Address,128.206.42.165,100,2203,True,2019-10-17 12:09:31,R_2uJuLHq0umQaB6j,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Agree,,,,,,,,,,,,,,,,0,0,660.71,0,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,No,No,Interesting,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-17 11:57:12,2019-10-17 12:09:42,IP Address,128.206.42.193,100,750,True,2019-10-17 12:09:42,R_1Q6roVCeiBkip35,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Neither Agree or Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,159.285,0,Somewhat Agree,Neither Agree or Disagree,Disagree,Agree,Somewhat Agree,No,No,Very unique in content and a bit confsing,18,Male,Caucasian/White,Freshman
2019-10-17 11:31:15,2019-10-17 12:10:18,IP Address,128.206.42.171,100,2343,True,2019-10-17 12:10:19,R_1jwhdpJ97AUKvaZ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,,,,,,,,,,,,,,,0,0,173.476,0,Neither Agree or Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,No,No,n/a,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-17 12:05:37,2019-10-17 12:12:44,IP Address,128.206.42.169,100,427,True,2019-10-17 12:12:45,R_1rAgNVgGXp62crW,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,9.5,12.724,299.737,4,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,No,"It was Interesting ",18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 12:07:23,2019-10-17 12:13:15,IP Address,128.206.42.139,100,352,True,2019-10-17 12:13:16,R_22YGSnUN8uy9JS1,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Somewhat Agree,Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,167.096,0,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,No,No,"It really opened my eyes about a lot of things considering health care. I really didn't know much about it and like what all it covered until now. ",18,Female,Caucasian/White,Freshman
2019-10-17 12:08:42,2019-10-17 12:18:03,IP Address,128.206.42.214,100,560,True,2019-10-17 12:18:03,R_2AGUOpk5kF9ysnH,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,,,,,,,,,,,,,,,,0,0,370.061,0,Agree,Agree,Somewhat Disagree,Agree,Neither Agree or Disagree,No,No,"Makes me think about how necessary healthcare is. ",18,Male,Asian/Pacific Islander,Freshman,,,,,,,,,,,,,,,,
2019-10-17 12:07:29,2019-10-17 12:21:35,IP Address,128.206.42.217,100,845,True,2019-10-17 12:21:36,R_2dlH2Wx5X4U1Hqw,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Strongly Agree,Disagree,Agree,0,0,558.868,0,Strongly Agree,Strongly Agree,Disagree,Agree,No,No,I'm a little confused how it correlates to the health care study.,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 12:13:36,2019-10-17 12:25:37,IP Address,128.206.42.139,100,720,True,2019-10-17 12:25:37,R_2Vz5nbpcnI9rIg1,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,2.647,573.627,574.096,2,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,No,No,"I liked the exercise and I thought it was cool to see all the different types of health plans people can choose from. ",18,Female,Asian/Pacific Islander,Freshman,,,,,,,,,,,,,,,,
2019-10-17 12:12:37,2019-10-17 12:26:13,IP Address,128.206.42.171,100,815,True,2019-10-17 12:26:13,R_NXWcD1KGsvY5wxH,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Neither Agree or Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,324.03,0,Agree,Disagree,Disagree,Agree,Agree,No,No,"I think that it reveals the afforadable care act covers more than the basic person needs, and that there really shouldn't be a reason why people would need more health care.",18,Male,Caucasian/White,Freshman
2019-10-17 12:10:15,2019-10-17 12:26:24,IP Address,128.206.42.166,100,969,True,2019-10-17 12:26:24,R_6JAJlagzjQPfjeV,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,350.676,0,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,No,No,"It allowed me to understand more about the healthcare system and what plans it offers. ",18,Male,Caucasian/White,Freshman
2019-10-17 12:21:57,2019-10-17 12:34:47,IP Address,128.206.42.217,100,769,True,2019-10-17 12:34:47,R_3lFTm5GLV5fx5UU,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Disagree,Agree,Somewhat Disagree,,,,,,,,,,,,,,,,46.684,46.684,64.075,1,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,No,No,"very political, dont try to change my mind about my beliefs",19,Male,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,
2019-10-17 12:22:28,2019-10-17 12:38:18,IP Address,128.206.42.169,100,949,True,2019-10-17 12:38:18,R_1DCPqBGam618CKk,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.553,163.553,164.046,1,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,No,No,It was a little confusing if you aren't very familiar with insurance and health care.,18,Female,Caucasian/White,Freshman
2019-10-17 12:22:38,2019-10-17 12:39:33,IP Address,128.206.42.165,100,1014,True,2019-10-17 12:39:33,R_6Gdt7Ty3ldJ3txn,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Disagree,Somewhat Agree,0,0,384.748,0,Agree,Strongly Agree,Somewhat Disagree,Disagree,Yes,Yes,Dont see the correlation between the two,18,Male,Asian/Pacific Islander,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 12:25:57,2019-10-17 12:39:34,IP Address,128.206.42.139,100,817,True,2019-10-17 12:39:34,R_2V2Tdc6qHKIE9PM,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Somewhat Agree,Disagree,Neither Agree or Disagree,,,,,,,,,,,,,,,,0,0,565.887,0,Agree,Agree,Disagree,Neither Agree or Disagree,Somewhat Agree,No,No,"Making the choices for which to cover were very hard but a fun and though provoking excercise   ",18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-17 12:22:44,2019-10-17 12:43:17,IP Address,128.206.42.214,100,1233,True,2019-10-17 12:43:17,R_1mq4O4gcHj92RN8,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,0,0,597.873,0,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,No,No,"It was interesting building your own pizza that way. ",19,Male,African-American/Black,Sophmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 12:43:39,2019-10-17 13:00:43,IP Address,128.206.42.214,100,1023,True,2019-10-17 13:00:43,R_2pMldehKk4l4o7y,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,295.162,0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,No,Yes,"It shows what I believe we should be supported by what we pay for ",18,Female,Asian/Pacific Islander,Freshman
2019-10-17 12:40:38,2019-10-17 13:05:01,IP Address,128.206.42.165,100,1463,True,2019-10-17 13:05:02,R_3PbD3jHEBzRdLQa,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,0,0,553.966,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,No,No,It was eye opening how sometimes you had to cut necessary medical routines in order to receive other types of care.,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
